category,name,sku,description,price,availability,image_url
,Насос PLP20.9D0-****-LGD/GD-N-EL-P FS,02001991,"Pmax: 250 bar; V: 9 см³, nmax = 3500 об/хв","252,6",,
,Насос PLP20.9D0-82E2-LEA/EA-N-EL FS,02004632,"Pmax: 250 bar; V: 9 см³, nmax = 3500 об/хв","284,57",,
,Насос PLP20.9D0-82E2-LGD/GD-N-EL FS,02004747,"Pmax: 250 bar; V: 9 см³, nmax = 3500 об/хв","262,75",,
,Насос PLP20.9D0−****−LBE/BC−N−I FS,02008384,"Pmax: 250 bar; V: 9 см³, nmax = 3500 об/хв","238,73",,
,Насос PLP30.22D0-65M6-LED/EB-N-I,03599146,"Pmax: 250 bar; V: 22 см³, nmax = 3000 об/хв","439,24",,
,Насос PLP30.27D0-65M6-LED/EB-N-I,03599148,"Pmax: 250 bar; V: 27 см³, nmax = 3000 об/хв","462,72",,
,Насос PLP30.27D0-83E3-LED/EB-N-FS,03590327,"Pmax: 250 bar; V: 27 см³, nmax = 3000 об/хв","484,51",,
,Насос PLP30.34-A8U3-LGF/GF/PLP30.22-LGF/GF-D0-N,MI0092159,"Pmax: 240 bar; V: 34+22 см³, nmax = 3000 об/хв","760,16",,
,Насос PLP30.34-A8U3-LGF/GF30.22-LGF/GF D,6829000J,"Pmax: 250 bar; V: 34+22 см³, nmax = 3000 об/хв","760,16",,
,Насос PLP30.34D0-65M6-LED/EB-N-I,03599150,"Pmax: 240 bar; V: 34 см³, nmax = 3000 об/хв","439,15",,
,Насос PLP30.34D0-83E3-LED/EB-N-FS,03590329,"Pmax: 240 bar; V: 34 см³, nmax = 3000 об/хв","484,51",,
,Насос PLP30.34D0-A8U3-LGF/GF-N,03591478,"Pmax: 240 bar; V: 34 см³, nmax = 3000 об/хв","386,1",,
,Насос PLP30.38D0-65M6-LED/EB-N-I,03599152,"Pmax: 240 bar; V: 38 см³, nmax = 3000 об/хв","454,62",,
,Насос PLP30.38D0-83E3-LED/EB-N-FS,03590331,"Pmax: 240 bar; V: 38 см³, nmax = 3000 об/хв","499,93",,
,Насос PLP30.43D0-65M6-LED/EB-N-I,03599154,"Pmax: 240 bar; V: 43см³, nmax = 3000 об/хв","454,62",,
,Насос PLP30.43D0-83E3-LED/EB-N-FS,03590333,"Pmax: 240 bar; V: 43см³, nmax = 3000 об/хв","551,58",,
,Насос PLP30.51D0-83E3-LED/EB-N-FS,03590335,"Pmax: 210 bar; V: 51см³, nmax = 2500 об/хв","499,93",,
,Насос PLP30.51D0−65M6−LED/EB−N−I,03599156,"Pmax: 240 bar; V: 51см³, nmax = 2500 об/хв","441,92",,
,Насос PLP30.61D0-83E3-LED/EB-N-FS,03590337,"Pmax: 190 bar; V: 61см³, nmax = 2500 об/хв","552,61",,
,Насос PLP30.73D0-83E3-LEF/ED-N-FS,MI0056631,"Pmax: 170 bar; V: 73см³, nmax = 2500 об/хв","568,28",,
,Насос PMO 50 s (GJL) (VN) (NBR),"6077,0032",Pmax: 280 bar; ручка окремо - артикул MI0048320,"122,76",,
,"Насос PNEUM. PUMP-2,6CC/C-R8.5:1-FKM, item № 3103117V",MI0022835,2.6 cc/stroke; ratio: 8.5:1,"91,03",,
,Насос PPV110 LEFT ISO ADJ (65011111LS7),65011111LS7,Pmax:375 bar;RPM:500-2200;LS;Під всмокт патрубок,"2129,4",,
,Насос PPV110 RIGHT ISO ADJ (65011111LS2),65011111LS2,Pmax:375 bar;RPM:500-2200;LS;Під всмокт патрубок,"2129,4",,
,Насос PPV130 LEFT ISO ADJ (65011113LS7),65011113LS7,Pmax:375 bar;RPM:500-2100;LS;Під всмокт патрубок,"2548,02",,
,Насос PPV130 RIGHT ISO ADJ (65011113LS2),65011113LS2,Pmax:375 bar;RPM:500-2100;LS;Під всмокт патрубок,"2548,02",,
,Насос PPV60 LEFT ISO ADJ (65011106LS7),65011106LS7,Pmax:375 bar;RPM:500-2500;LS;Під всмокт патрубок,"1947,41",,
,Насос PPV60 RIGHT ISO ADJ (65011106LS2),65011106LS2,Pmax:375 bar;RPM:500-2500;LS;Під всмокт патрубок,"1947,41",,
,Насос PPV90 LEFT ISO ADJUST (65011109LS7),65011109LS7,Pmax:375 bar;RPM:500-2300;LS;Під всмокт патрубок,"2020,2",,
,Насос PPV90 RIGHT ISO ADJ. (65011109LS2),65011109LS2,Pmax:375 bar;RPM:500-2300;LS;Під всмокт патрубок,"2020,2",,
,Насос PV140R1K1T1NMMW,MI0053149,Pmax: 350 bar; Rpm: 2400 об/хв; V: 140 см³,"4341,04",,
,Насос PV270R1K1T1VMMC,MI0052400,Pmax: 350 bar; Rpm: 1800 об/хв; V: 270 см³,"6860,87",,
,Насос SAE B-15T AKSA 23+23 RIGHT,GT1623B2F6223,Аналог: 20/925279,"470,4",,
,Насос SAE B-15T AKSA 36+26 RIGHT,GT1636B2F6226,Аналог: 20/925339,"556,64",,
,Насос SAE B-15T AKSA 36+29 RIGHT,GT1636B2F6229,"Аналог: 20/925580, 20/925339, 332/F9030","556,64",,
,Насос SAE B-15T AKSA 41+26 RIGHT,GT1641B2F6226,Аналог: 20/925340,"564,48",,
,Насос SAE BK-3 AKSA 36+26 LEFT,GT1636B2K3126,Аналог: 20/925339,490,,
,Насос SAE BK-3 AKSA 41+26 LEFT,GT1641B2K3126,Аналог: 20/911200,"591,92",,
,Насос SLPD-53/53W-N-DL4-L35-S4S-0,MI0008878,Pmax: 330 bar; Rpm: 1600 об/хв,"2036,41",,
,Насос SLPD-64/32W-N-DL4-L35-S4S-0,MI0030831,Pmax: 350 bar; Rpm: 1600 об/хв,"1707,78",,
,"Насос SMART3-MAN-230V50-2L-FL-P-NO, item № 4010221",MI0018468,230V50; 2L; FL-P-NO,"298,06",,
,Насос TRC ISO EHASS 82 BD,G30082SF331,"Pmax: 180 bar; Rpm: 1500 об/хв;  G: 1""","286,16",,
,Насос TVP 60.84D-16Z0-PMF/GF-N-PV RP1-LS2-G-RDE,65300009,V: 84 см³; Pmax: 350 bar; праве оберт.,"1855,87",,
,Насос TVP 60.84S-16Z0-PMF/GF-N-PV-RP1-LS2-G-RDE,6530000A,V: 84 см³; Pmax: 350 bar; ліве оберт.,"1855,87",,
,Насос UNI EDNA 20 BD,G20020UF731,Pmax: 260 bar; Rpm; 2300 об/хв; G1/2'',"199,92",,
,Насос UNI EDNA 25 BD,G20025UF731,"Pmax: 220 bar; Rpm: 2300 об/хв;  G: 3/4""","203,84",,
,Насос UNI EDNA 32 BD,G20032UF731,Pmax: 190 bar; Rpm; 2100 об/хв; G3/4'',"209,72",,
,Насос UNI EDNA 40 BD,G20040UF731,Pmax: 180 bar; Rpm; 1900 об/хв; G3/4'',"215,6",,
,Насос UNI EHASS 17 BD,G30017UF431,"Pmax: 270 bar; Rpm: 2300 об/хв;  G: 1/2""","217,56",,
,Насос UNI EHASS 27 BD,G30027UF431,"Pmax: 265 bar; Rpm: 2300 об/хв;  G: 1/2""","225,4",,
,Насос UNI EHASS 27 LEFT,G30027UF411,"Pmax: 290 bar; Rpm: 2500 об/хв;  G: 3/4""; G: 1/2""","217,56",,
,Насос UNI EHASS 27 RIGHT,G30027UF421,"Pmax: 290 bar; Rpm: 2500 об/хв; G: 3/4""; G: 1/2""","217,56",,
,Насос UNI EHASS 34 BD,G30034UF431,"Pmax: 260 bar; Rpm: 2000 об/хв;  G: 3/4""","231,28",,
,Насос UNI EHASS 34 LEFT,G30034UF411,"Pmax: 285 bar; Rpm: 2200 об/хв; G: 3/4""","231,28",,
,Насос UNI EHASS 34 RIGHT,G30034UF421,"Pmax: 285 bar; Rpm: 2200 об/хв; G: 3/4""","231,28",,
,Насос UNI EHASS 43 BD,G30043UF431,"Pmax: 250 bar; Rpm: 1800 об/хв;  G: 3/4""","231,28",,
,Насос UNI EHASS 43 LEFT,G30043UF411,"Pmax: 280 bar; Rpm: 2000 об/хв; G: 3/4""","231,28",,
,Насос UNI EHASS 43 RIGHT,G30043UF421,"Pmax: 280 bar; Rpm: 2000 об/хв; G: 3/4""","231,28",,
,Насос UNI EHASS 51 BD,G30051UF431,"Pmax: 200 bar; Rpm: 1800 об/хв;  G: 3/4""","235,2",,
,Насос UNI EHASS 61 BD,G30061UF431,"Pmax: 195 bar; Rpm: 1600 об/хв;  G: 1""","239,12",,
,Насос UNI EHASS 82 BD,G30082UF431,"Pmax: 180 bar; Rpm: 1500 об/хв;  G: 1""","243,04",,
,Насос UNI GANI TDM 73 LEFT,(GT40073UF411),Pmax: 275(320) bar; Rpm; 1800 об/хв; G1 1/4; G3/4,"329,28",,
,Насос UNI ISRAK 20 BD (P0820UF431),P0820UF431,"Pmax: 350 bar; Rpm: 1800 об/хв; G: 1 1/4""-1""","334,88",,
,Насос UNI ISRAK 26 BD (P0826UF431),P0826UF431,"Pmax: 350 bar; Rpm: 1800 об/хв;  G: 1 1/4""-1""","334,88",,
,Насос UNI ISRAK 34 BD (P0834UF431),P0834UF431,"Pmax: 350 bar; Rpm: 1800 об/хв; G: 1 1/4""-1""","336,7",,
,Насос UNI ISRAK 42 BD (P0842UF431),P0842UF431,"Pmax: 350 bar; Rpm: 1800 об/хв; G: 1 1/4""-1""","336,7",,
,Насос UNI ISRAK 52 BD (P0852UF431),P0852UF431,"Pmax: 350 bar; Rpm: 1800 об/хв; G: 1 1/4""-1""","322,14",,
,Насос UNI ISRAK 60 BD (P0860UF431),P0860UF431,"Pmax: 300 bar; Rpm: 1500 об/хв; G: 1 1/4""-1""","343,98",,
,Насос VDP110L,MI0062484,"Pmax: 410(460) bar; RPM: 500-1700; LS; G1'1/2"", 1'","2122,28",,
,Насос VDP110R,MI0062483,"Pmax: 410(460) bar; RPM: 500-1700; LS; G1'1/2"", 1'","2122,28",,
,Насос VDP125LY,MI0062486,"Pmax: 400(450) bar; RPM: 500-2100; LS; Flange, 1'","2293,2",,
,Насос X0P0202ABBA  (XV0P/0.25),MI0003760,"Pmax:220bar; Rpm:9000об/хв; V:0,24см³; G:1/4-1/4""","111,24",,
,Насос X0P0402ABBA (XV0P/0.45),MI0015282,"Pmax:220bar; Rpm:9000об/хв; V:0,44см³; G:1/4-1/4""","111,24",,
,Насос X0P0502ABBA (XV0P/0.57),MI0012384,"Pmax:220bar; Rpm:9000об/хв; V:0,56см³; G:1/4-1/4""","113,51",,
,Насос X0P0524BZZB / (XV0P/0.57),MI0021092,"Pmax:220bar; Rpm:9000об/хв; V:0,56см³; G:3/8-3/8""","107,21",,
,Насос X0P0724BZZB / (XV0P/0.98),MI0021094,"Pmax:220bar; Rpm:6000об/хв; V:0,97см³; G:3/8-3/8""","111,24",,
,Насос X0P0901ABBA (XV0P/1.27),MI0048528,"Pmax:220bar; Rpm:6000об/хв; V:1,26см³; G:1/4-1/4""","107,21",,
,Насос X0P0902ABBA (XV0P/1.27),MI0012385,"Pmax:220bar; Rpm:6000об/хв; V:1,26см³; G:1/4-1/4""","113,51",,
,Насос X0P0924BZZB / (XV0P/1.27),MI0021095,"Pmax:220bar; Rpm:6000об/хв; V:1,26см³; G:3/8-3/8""","111,24",,
,Насос X0P1124BZZB / (XV0P/1.52),MI0021096,"Pmax:220bar; Rpm:6000об/хв; V:1,51см³; G:3/8-3/8""","113,51",,
,Насос X0P1311BBBA  / (XV0P/2.30),MI0013511,"Pmax:220bar; Rpm:5000об/хв; V:2,3см³; G:1/4-1/4""","93,42",,
,Насос X0P1324BZZB / (XV0P/2.30),MI0021097,"Pmax:220bar; Rpm:5000об/хв; V:2,3см³; G:3/8-3/8""","105,11",,
,Насос X1P1602FBBA (XV1P/0.9),MI0012386,"Pmax:240bar; Rpm:6000об/хв; V:0,91см³; G:3/8-3/8""","118,42",,
,Насос X1P1654DZZB (XV1P/0.9),MI0021098,"Pmax:240bar; Rpm:6000об/хв; V:0,91см³","124,46",,
,Насос X1P1702FBBA (XV1P/1.2),MI0012388,"Pmax:250bar; Rpm:6000об/хв; V:1,17см³; G:3/8-3/8""","118,42",,
,Насос X1P1731CBBA (XV1P/1.2),MI0060161,"Pmax:250bar; Rpm:6000об/хв; V:1,17см³; G:3/8-3/8""","126,88",,
,Насос X1P1744DZZB (XV1P/1.2),MI0023850,"Pmax:250bar; Rpm:6000об/хв; V:1,17см³","121,99",,
,Насос X1P1802FBBA,MI0011213,"Pmax:250bar; Rpm:6000об/хв; V:1,56см³; G:3/8-3/8""","118,42",,
,Насос X1P1854DZZB (XV1P/1.7),MI0021100,"Pmax:250bar; Rpm:6000об/хв; V:1,7см³","121,99",,
,Насос X1P2002FBBA (XV1P/2.2),MI0012389,"Pmax:250bar; Rpm:6000об/хв; V:2,08см³; G:3/8-3/8""","118,42",,
,Насос X1P2031CBBA (XV1P/2.2),MI0060162,"Pmax:250bar; Rpm:6000об/хв; V:2,08см³; G:3/8-3/8""","126,85",,
,Насос X1P2054DZZB (XV1P/2.2),MI0021101,"Pmax:250bar; Rpm:6000об/хв; V:2,08см³","124,46",,
,Насос X1P2102FBBA (XV1P/2.6),MI0012390,"Pmax:250bar; Rpm:6000об/хв; V:2,6см³; G:3/8-3/8""","118,42",,
,Насос X1P2154DZZB (XV1P/2.6),MI0021102,"Pmax:250bar; Rpm:6000об/хв; V:2,6см³","124,46",,
,Насос X1P2302FBBA (XV1P/3.2),MI0012391,"Pmax:250bar; Rpm:6000об/хв; V:3,12см³; G:3/8-3/8""","118,42",,
,Насос X1P2331CBBA (XV1P/3.2),MI0030912,"Pmax:250bar; Rpm:6000об/хв; V:3,12см³; G:3/8-3/8""","126,85",,
,Насос X1P2354DZZB (XV1P/3.2),MI0021103,"Pmax:250bar; Rpm:6000об/хв; V:3,12см³","124,46",,
,Насос X1P2502FBBA (XV1P/3.8),MI0012392,"Pmax:250bar; Rpm:6000об/хв; V:3,64см³; G:3/8-3/8""","118,42",,
,Насос X1P2544DZZB (XV1P/3.8),MI0015283,"Pmax:250bar; Rpm:6000об/хв; V:3,64см³","121,99",,
,Насос X1P2554DZZB (XV1P/3.8),MI0021104,"Pmax:250bar; Rpm:6000об/хв; V:3,64см³","100,75",,
,Насос X1P2702FBBA,MI0008161,"Pmax:250bar; Rpm:6000об/хв; V:4,16см³; G:3/8-3/8""","118,42",,
,Насос X1P2744DZZB (XV1P/4.3),MI0015284,"Pmax:250bar; Rpm:6000об/хв; V:4,16см³","121,97",,
,Насос X1P2902FBBA,MI0008401,"Pmax:250bar; Rpm:6000об/хв; V:4,94см³; G:3/8-3/8""","128,45",,
,Насос X1P2954DZZB (XV1P/4.9),MI0021107,"Pmax:250bar; Rpm:6000об/хв; V:4,94см³","129,35",,
,Насос X1P3102FBBA (XV1P/5.9),MI0012393,"Pmax:250bar; Rpm:5000об/хв; V:5,85см³; G:3/8-3/8""","128,47",,
,Насос X1P3154DZZB (XV1P/5.9),MI0021108,"Pmax:250bar; Rpm:5000об/хв; V:5,85см³","131,98",,
,Насос X1P3202FBBA,MI0010793,"Pmax:250bar; Rpm:5000об/хв; V:6,5см³; G:3/8-3/8""","125,88",,
,Насос X1P3254DZZB (XV1P/6.5),MI0021109,"Pmax:250bar; Rpm:5000об/хв; V:6,5см³","129,35",,
,Насос X1P3402FBBA (XV1P/7.8),MI0012394,"Pmax:220bar; Rpm:5000об/хв; V:7,54см³; G:3/8-3/8""","125,88",,
,Насос X1P3454DZZB (XV1P/7.8),MI0021110,"Pmax:220bar; Rpm:5000об/хв; V:7,54см³","129,35",,
,Насос X1P3602FBBA (XV1P/9.8),MI0012395,"Pmax:190bar; Rpm:4000об/хв; V:9,88см³; G:3/8-3/8""","128,47",,
,Насос X1P3654DZZB (XV1P/9.8),MI0021111,"Pmax:190bar; Rpm:4000об/хв; V:9,88см³","129,35",,
,Насос X1T1602FBBA (XV1T/0.9),MI0018794,"Pmax:240bar; Rpm:6000об/хв; V:0,91см³; G:3/8-3/8""","134,3",,
,Насос X1T1702FBBA (XV1T/1.2),MI0018795,"Pmax:250bar; Rpm:6000об/хв; V:1,17см³; G:3/8-3/8""","165,91",,
,Насос X1T1802FBBA (XV1T/1.7),MI0018796,"Pmax:250bar; Rpm:6000об/хв; V:1,56см³; G:3/8-3/8""","162,59",,
,Насос X1T2002FBBA (XV1T/2.2),MI0018797,"Pmax:250bar; Rpm:6000об/хв; V:2,08см³; G:3/8-3/8""","162,59",,
,Насос X1T2102FBBA (XV1T/2.6),MI0018798,"Pmax:250bar; Rpm:6000об/хв; V:2,6см³; G:3/8-3/8""","162,62",,
,Насос X1T2302FBBA (XV1T/3.2),MI0018799,"Pmax:250bar; Rpm:6000об/хв; V:3,12см³; G:3/8-3/8""","162,62",,
,Насос X1T2502FBBA (XV1T/3.8),MI0018800,"Pmax:250bar; Rpm:6000об/хв; V:3,64см³; G:3/8-3/8""","134,3",,
,Насос X1T2702FBBA (XV1T/4.3),MI0018801,"Pmax:250bar; Rpm:6000об/хв; V:4,16см³; G:3/8-3/8""","134,3",,
,Насос X1T2902FBBA (XV1T/4.9),MI0018802,"Pmax:250bar; Rpm:6000об/хв; V:4,94см³; G:3/8-3/8""","172,12",,
,Насос X1T3102FBBA (XV1T/5.9),MI0018803,"Pmax:250bar; Rpm:5000об/хв; V:5,85см³; G:3/8-3/8""","175,63",,
,Насос X1T3202FBBA (XV1T/6.5),MI0018804,"Pmax:250bar; Rpm:5000об/хв; V:6,5см³; G:3/8-3/8""","172,12",,
,Насос X1T3402FBBA (XV1T/7.8),MI0018805,"Pmax:220bar; Rpm:5000об/хв; V:7,54см³; G:3/8-3/8""","172,12",,
,Насос X1T3602FBBA (XV1T/9.8),MI0018806,"Pmax:190bar; Rpm:4000об/хв; V:9,88см³; G:3/8-3/8""","142,18",,
,Насос X2P4102EBBA (XV2P/4),MI0012396,"Pmax:260bar; Rpm:3500об/хв; V:4,2см³; G:1/2-1/2""","150,66",,
,Насос X2P4302EBBA (XV2P/6),MI0012397,"Pmax:260bar; Rpm:3500об/хв; V:6см³; G:1/2-1/2""","150,66",,
,Насос X2P4332CSRA (XV2P/6),MI0018998,Pmax:260bar; Rpm:3500об/хв; V:6см³,"305,44",,
,Насос X2P4502EBBA (XV2P/9),MI0012398,"Pmax:260bar; Rpm:3500об/хв; V:8,4см³; G:1/2-1/2""","150,64",,
,Насос X2P4551ISRA (XV2P/9),MI0047452,"Pmax:260bar; Rpm:3500об/хв; V:8,4см³","310,54",,
,Насос X2P4702EBBA (XV2P/11),MI0012399,"Pmax:260bar; Rpm:3500об/хв; V:10,8см³; G:1/2-1/2""","150,64",,
,Насос X2P4731CSRA (XV2P/11),MI0082447,"Pmax:260bar; Rpm:3500об/хв; V:10,8см³","305,44",,
,Насос X2P4742FSRA (XV2P/11),MI0047458,"Pmax:260bar; Rpm:3500об/хв; V:10,8см³;","294,85",,
,Насос X2P4751ISRA (XV2P/11),MI0047453,"Pmax:260bar; Rpm:3500об/хв; V:10,8см³","304,31",,
,Насос X2P4902ECBA  (XV2P/14),MI0008508,"Pmax:250bar; Rpm:3500об/хв; V:14,4см³; G:3/4-1/2""","154,39",,
,Насос X2P4942FSRA (XV2P/14),MI0047459,"Pmax:250bar; Rpm:3500об/хв; V:14,4см³","309,53",,
,Насос X2P4951ISRA (XV2P/14),MI0047454,"Pmax:250bar; Rpm:3500об/хв; V:14,4см³","324,74",,
,Насос X2P5102ECBA (XV2P/17),MI0012400,"Pmax:230bar; Rpm:3500об/хв; V:16,8см³; G:3/4-1/2""","154,39",,
,Насос X2P5142FSRA (XV2P/17),MI0047460,"Pmax:230bar; Rpm:3500об/хв; V:16,8см³","309,53",,
,Насос X2P5151ISRA (XV2P/17),MI0047455,"Pmax:230bar; Rpm:3500об/хв; V:16,8см³","324,74",,
,Насос X2P5302ECBA (XV2P/19),MI0012401,"Pmax:210bar; Rpm:3000об/хв; V:19,2см³; G:3/4-1/2""","161,86",,
,Насос X2P5502ECBA (XV2P/22),MI0012402,"Pmax:200bar; Rpm:3000об/хв; V:22,8см³; G:3/4-1/2""","161,86",,
,Насос X2P5702EDCA (XV2P/26),MI0012403,"Pmax:170bar; Rpm:3000об/хв; V:26,2см³; G:1-3/4""","161,86",,
,Насос X2P6102EDCA (XV2P/34),MI0012404,"Pmax:150bar; Rpm:2500об/хв; V:34,2см³; G:1-3/4""","179,12",,
,Насос X2P6302EDCA (XV2P/40),MI0012405,"Pmax:140bar; Rpm:2000об/хв; V:39,6см³; G:1-3/4""","182,77",,
,Насос X3P6602ADDA (XV3P/15),MI0012428,"Pmax:300bar; Rpm:3000об/хв; V:14,89см³;G:3/4-3/4""","329,9",,
,Насос X3P6802ADDA (XV3P/18),MI0012429,"Pmax:300bar; Rpm:3000об/хв; V:17,37см³;G:3/4-3/4""","336,65",,
,Насос X3P7002ADDA (XV3P/21),MI0012430,"Pmax:280bar; Rpm:3000об/хв; V:21,1см³;G:3/4-3/4""","337,56",,
,Насос X3P7202AEEA (XV3P/27),MI0012431,"Pmax:250bar; Rpm:3000об/хв; V:26,97см³; G:1-1""","337,56",,
,Насос X3P7402AEEA (XV3P/32),MI0012432,"Pmax:250bar; Rpm:2800об/хв; V:32,27см³; G:1-1""","337,56",,
,Насос X3P7802AEEA (XV3P/38),MI0012433,"Pmax:250bar; Rpm:2800об/хв; V:38,47см³; G:1-1""","350,82",,
,Насос X3P7902AEEA (XV3P/43),MI0012435,"Pmax:230bar; Rpm:2800об/хв; V:43,44см³; G:1-1""","350,82",,
,Насос X3P8102AEEA (XV3P/51),MI0012436,"Pmax:230bar; Rpm:2800об/хв; V:50,88см³; G:1-1""","363,37",,
,Насос X3P8202AEEA (XV3P/54),MI0012437,"Pmax:230bar; Rpm:2300об/хв; V:54,6см³; G:1-1""","363,37",,
,Насос X3P8302AFFA (XV3P/61),MI0012438,"Pmax:230bar; Rpm:2300об/хв;V:60,8см³;G:11/4-11/4""","363,37",,
,Насос X3P8502AFFA (XV3P/64),MI0012439,"Pmax:210bar; Rpm:2300об/хв;V:64,5см³;G:11/4-11/4""","370,78",,
,Насос X3P8602AFFA (XV3P/70),MI0012440,"Pmax:200bar; Rpm:2300об/хв;V:70,7см³;G:11/4-11/4""","380,26",,
,Насос X3P8702AFFA (XV3P/74),MI0012441,"Pmax:180bar; Rpm:2300об/хв;V:74,4см³;G:11/4-11/4""","339,04",,
,Насос X3P8902AFFA (XV3P/90),MI0012442,"Pmax:150bar; Rpm:2300об/хв;V:86,8см³;G:11/4-11/4""","380,26",,
,Насос X3T6602ADDA (XV3T/15),MI0018807,"Pmax:300bar; Rpm:3000об/хв; V:14,89см³;G:3/4-3/4""","468,67",,
,Насос X3T6802ADDA (XV3T/18),MI0018808,"Pmax:300bar; Rpm:3000об/хв; V:17,37см³;G:3/4-3/4""","379,34",,
,Насос X3T7002ADDA (XV3T/21),MI0018809,"Pmax:280bar; Rpm:3000об/хв; V:21,1см³;G:3/4-3/4""","469,87",,
,Насос X3T7202AEEA (XV3T/27),MI0018810,"Pmax:250bar; Rpm:3000об/хв; V:26,97см³; G:1-1""","469,87",,
,Насос X3T7402AEEA (XV3T/32),MI0018811,"Pmax:250bar; Rpm:2800об/хв; V:32,27см³; G:1-1""","469,87",,
,Насос X3T7802AEEA (XV3T/38),MI0018812,"Pmax:250bar; Rpm:2800об/хв; V:38,47см³; G:1-1""","488,2",,
,Насос X3T7902AEEA (XV3T/43),MI0018813,"Pmax:230bar; Rpm:2800об/хв; V:43,44см³; G:1-1""","488,2",,
,Насос X3T8102AEEA (XV3T/51),MI0018814,"Pmax:230bar; Rpm:2800об/хв; V:50,88см³; G:1-1""","505,56",,
,Насос X3T8302AFFA (XV3T/61),MI0018816,"Pmax:230bar; Rpm:2300об/хв;V:60,8см³;G:11/4-11/4""","515,89",,
,Насос X3T8502AFFA (XV3T/64),MI0018817,"Pmax:210bar; Rpm:2300об/хв;V:64,5см³;G:11/4-11/4""","515,89",,
,Насос X3T8702AFFA (XV3T/74),MI0018819,"Pmax:180bar; Rpm:2300об/хв;V:74,4см³;G:11/4-11/4""","529,01",,
,Насос X3T8902AFFA (XV3T/90),MI0018820,"Pmax:150bar; Rpm:2300об/хв;V:86,8см³;G:11/4-11/4""","529,01",,
,Насос Y2P4302EBBA (YV2P/6),MI0012406,"Pmax:260bar; Rpm: 3500об/хв; V: 6см³; G: 1/2-1/2""","211,5",,
,Насос Y2P4502EBBA (YV2P/9),MI0012407,"Pmax:260bar; Rpm: 3500об/хв; V:8,4см³; G:1/2-1/2""","211,5",,
,Насос Y2P4702EBBA (YV2P/11),MI0012408,"Pmax:260bar; Rpm: 3500об/хв;V:10,8см³; G:1/2-1/2""","215,82",,
,Насос Y2P4902ECBA (YV2P/14),MI0012422,"Pmax:250bar; Rpm: 3500об/хв;V:14,4см³; G:3/4-1/2""","216,79",,
,Насос Y2P5102ECBA (YV2P/17),MI0012423,"Pmax:230bar; Rpm: 3500об/хв;V:16,8см³; G:3/4-1/2""","216,79",,
,Насос Y2P5302ECBA (YV2P/19),MI0012424,"Pmax:210bar; Rpm: 3000об/хв;V:19,2см³; G:3/4-1/2""","227,28",,
,Насос Y2P5502ECBA (YV2P/22),MI0012426,"Pmax:200bar; Rpm: 3000об/хв;V:22,8см³; G:3/4-1/2""","227,28",,
,Насос Y2P5902EDCA (YV2P/30),MI0021090,"Pmax:160bar; Rpm:2500об/хв; V:30см³; G:1-3/4""","251,48",,
,Насос Y2P6101EDCA (YV2P/34),MI0021091,"Pmax:150bar; Rpm:2500об/хв; V:34,2см³; G:1-3/4""","251,48",,
,Насос дозатор  XY 85/10-1,MI0000183,"Т-16,Balkankar,Автогрейдери ДЗ,екскаватори,катки","364,34",,
,Насос дозатор HKU1000/4/3,MI0000174,Трактор: Кировец,"615,72",,
,Насос дозатор HKUQ200/500/4-MX/3,MI0000175,"Трактори: ХТЗ-121, 16131, 16331","226,07",,
,Насос дозатор HKUS100/4-160MX/3,MI0000177,"ХТЗ-2511,ЮМЗ-80/82,МТЗ-80/82,ТТЗ-80","220,79",,
,Насос дозатор HKUS125/4-160MX/3,MI0000180,"Т-30,ЮМЗ-6,ДОН,НИВА,АКРОС,""Полесье 250"" Енісей","221,26",,
,Насос дозатор HKUS160/4-140M/3,MI0061443,МТЗ-1221/1512,"231,01",,
,Насос дозатор HKUS160/4-140MX/3,MI0000178,МТЗ-1221/1512,"231,01",,
,Насос дозатор HKUS160/5T-170/3,MI0069817,Аналог OSPB/OSPC 160 LS,"303,66",,
,Насос дозатор HKUS160/5T-175A/3,MI0006296,"Під імпортні трактори Claas, Case, John Deere","253,37",,
,Насос дозатор HKUS250/4-125MX/3,MI0000181,"Славутич,Херсонец-200,Полесье,ТО-30,ТО-18","255,31",,
,Насос дозатор HKUS400/5T-125MX/3,MI0000431,"Трактори: ХТЗ-121, 16131, 16331","280,72",,
,Насос дозатор HKUS80/4-120MX/3,MI0000176,"ЛТЗ-60; Т-25, 28, 40; Енісей; Марал-125","219,67",,
,Насос дозатор XY145-0/1,MI0000185,"АП-40814, 4045, 4043, 4014, 40811 фронтальний","338,9",,
,Насос поршневий 047 D/7E,201FX047D7E,"Pmax: 450 bar; Rpm: 1900 об/хв; V: 47,39 см³","553,67",,
,Насос поршневий 064 D / 7E,201FX064D7E,"Pmax: 450 bar; Rpm: 1900 об/хв; V: 64,08 см³","566,18",,
,Насос проміжний X1I1682SBBA  (XV1I/0.9),MI0018829,"Pmax:240bar; Rpm:6000об/хв; V:0,91см³; G:3/8-3/8""","174,52",,
,Насос проміжний X1I1782SBBA  (XV1I/1.2),MI0018830,"Pmax:250bar; Rpm:6000об/хв; V:1,17см³; G:3/8-3/8""","199,74",,
,Насос проміжний X1I1882SBBA  (XV1I/1.7),MI0018831,"Pmax:250bar; Rpm:6000об/хв; V:1,56см³; G:3/8-3/8""","195,77",,
