category,name,sku,description,price,availability,image_url
,Комплект фітінга 15511200767,15511200767,Фітінг прямий 76мм під насоси регульвані та 76+76,"58,24",,
,Комплект фітінга 15511245764,MI0090406,Фітінг 45 градусів 76 мм під насоси регульовані,"97,46",,
,Комплект фітінга 15511290634,15511290634,90 градусів 63мм під насоси регульвані та 76+76,"99,19",,
,Комплект фітінга 15511290769,15511290769,90 градусів 76мм під регульовані насоси та 76+76,"91,73",,
,Комплект фланця насоса 15511200507,15511200507,Фітінг прямий 50 мм під насоси регульовані,"30,94",,
,Комплект фланця насоса 15511300408,15511300408,"Фланець всмоктуючий 1 1/2"" під регульовані насоси","47,1",,
,Коробка відбору потужності PTO KMZ UNI BOTH SIDE (GBKM22UF43),GBKM22UF43,"КВП для КПП КАМАЗ 14-100, 15-100, насос UNI","391,3",,
,Коробка відбору потужності PTO KMZ UNI LEFT (GBKM22UF41),GBKM22UF41,"КВП для КПП КАМАЗ 14-100, 15-100, насос UNI","382,2",,
,Коробка відбору потужності PTO KMZ UNI RIGHT (GBKM22UF42),GBKM22UF42,"КВП для КПП КАМАЗ, насос UNI (марки КПП див. опис)","382,2",,
,Кришка барабана до насоса 1527161,MI0078980,Lid Ø 600 mm,"102,24",,
,Муфта 10012,MI0007175,"Під 2-гу групу насосів (шпонка 3,2 мм) та РТО 7004","8,06",,
,Напівмуфта SGEG40PE01045,MI0020751,для гідронасосів SAP012-108,"102,56",,
,Напівмуфта SGEG40PE01050,MI0091643,для гідронасосів SAP012-108,"102,56",,
,"Насос  PLP10.3,15 D0-88V6-LBB/BA-N-I FS",00378378,"Pmax: 260 bar; V: 3,15 см³","154,13",,
,"Насос  PLP10.3,15 D0-88V6-LGC/GC-N-I-FS",00378394,"Pmax: 260 bar; V: 3,15 см³","154,19",,
,Насос  X2P5902EDCA (XV2P/30),MI0002855,"Pmax:160bar; Rpm:2500об/хв; V:30см³; G:1-3/4""","179,1",,
,"Насос ""DARK 21""4H.ISO (10800502120)",10800502120,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""","445,9",,
,"Насос ""DARK 28""4H.ISO (10800502826)",10800502826,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""","473,2",,
,"Насос ""DARK 42""4H.ISO (10800504226)",10800504226,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""","527,8",,
,"Насос ""DARK 52""4H.ISO (10800505225)",10800505225,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""","582,4",,
,Насос 01-PHP2-40-FHRM,MI0010736,Pmax: 250 bar; Rpm: 586 об/мин,"2581,15",,
,Насос 0888403-12V,MI0068142,2 kg; 12VDC,"565,15",,
,Насос 0888553,MI0008793,"0,025cc; 4 marks","27,72",,
,Насос 0888554,MI0008794,"0,050cc; 5 marks","27,72",,
,Насос 10501110520,10501110520,"Pmax: 240 bar; Rpm: 2000 об/хв;  G:1""-3/4""","382,2",,
,Насос 10501110833,10501110833,"Pmax: 205 bar; Rpm: 1900 об/хв;  G:1 1/4""-1""","409,5",,
,Насос 2SP-A-190-D-EUR-B-N-10-0-N-VLPI-(N180),1GP20010720,"Pmax: 210 bar; Rpm: 3300 об/хв; V: 19,5 см³",806,,
,Насос 301 055 BR,MI0046830,"Pmax: 270 bar; V: 55 см³; Rpm: 1600 об/хв; G: 1""","176,4",,
,Насос 3099187,MI0041908,500cc,"166,08",,
,Насос 3104001,MI0009182,до 15 cc; PNEU,"862,8",,
,Насос 3414009,MI0008792,Pmax: 60 bar,"411,53",,
,Насос 351 090 BR,MI0046774,"Pmax:245 bar; V:90 см³; Rpm:1600 об/хв; G:1 1/4-1""","231,28",,
,Насос 3905000,MI0016654,350cc/min; 3L; 3PH,291,,
,Насос 3905006,MI0002093,500cc/min; 3L; 1PH; 230V,"372,48",,
,Насос 3905046,MI0005049,500cc/min; 3L; 1PH; oil,537,,
,Насос 3905049,MI0001568,500cc/min; 6L; 3PH; oil,"354,48",,
,Насос 4011518,MI0044442,230V50; 3L; FL-NC/NO,"377,4",,
,Насос 53/53 RIGHT ISO (60400115053),60400115053,"Pmax: 350(400) bar; Rpm: 2550 об/хв G: 1 1/4""-3/4""","982,8",,
,Насос ALP1-D-3-FG,MI0049074,"Pmax: 250 bar; Rpm: 6000 об/хв; V: 2,1 см³","77,21",,
,Насос ALP1-D-6-FG,MI0049075,"Pmax: 250 bar; Rpm: 4000 об/хв; V: 4,1 см³","77,21",,
,Насос ALP1-D-9-FG,MI0049076,"Pmax: 230 bar; Rpm: 3800 об/хв; V: 6,2 см³","77,21",,
,Насос ALP2-S-13-FG,MI0049078,"Pmax: 250 bar; Rpm: 3000 об/хв; V: 9,6 см³","99,28",,
,Насос ASAE-L EHASS 61 LEFT,G30061SF811,"Pmax: 225 bar; Rpm: 1800 об/хв; G: 1""- 3/4""","280,28",,
,Насос BHD53+53EN,MI0032313,"Pmax: 300(350) bar; Rpm: 200-1250; G: 2""-3/4""+3/4""","1218,67",,
,Насос BHD72+38EN,MI0032312,"Pmax: 250(300) bar; Rpm: 200-1200; G: 2""-3/4""+3/4""","1184,82",,
,Насос BHD83+42EN,MI0010889,"Pmax: 250(300) bar; Rpm: 200-1000; G: 2""-3/4""+3/4""","1197,56",,
,Насос BHV21516EN,MI0037283,"Pmax: 320(370) bar; Rpm: 200-2000; G: 1 1/4""- 3/4""","665,69",,
,Насос BHV21816EN,MI0046322,Pmax: 400(450) bar; Rpm: 200-1600; G: 1 1/2’’ - 1’,"912,59",,
,Насос BI135P7,MI0019216,"Pmax: 250(300) bar; Rpm: 1500; G: 1 1/2"" - 1""","920,56",,
,Насос BI140H9,MI0006851,"Pmax: 350(400) bar; Rpm: 1300; G: 2"" - 1 1/4""","1107,29",,
,Насос BI50M,MI0029906,"Pmax: 350(400) bar; Rpm: 2100; G: 1"" - 3/4""","656,18",,
,Насос BI50M5IA1,MI0032328,Pmax: 400 bar; Rpm: 2300; G: Ø30 - Ø22,"721,81",,
,Насос BIF110M7,MI0065326,"Pmax: 350 bar; Rpm: 1500; G: 1 1/4"" - 1""","826,21",,
,Насос CBK-F120,MI0017791,2 см3,"52,31",,
,Насос CBK-F142,MI0017793,"4,2 см3","52,31",,
,Насос CBKL-F1065,MI0049208,"0,65 см3","48,92",,
,Насос CBKL-F1070,MI0061938,7 см3,"47,35",,
,Насос CBKL-F1080,MI0061939,8 см3,"47,35",,
,Насос CBKL-F1090,MI0061940,9 см3,"52,31",,
,Насос CBKL-F110,MI0039972,1 см3,"52,31",,
,Насос CBKL-F1100,MI0061941,10 см3,"52,31",,
,Насос CBKL-F120,MI0039973,2 см3,"52,31",,
,Насос CBKL-F125,MI0039974,"2,5 см3","48,92",,
,Насос CBKL-F133,MI0039975,"3,3 см3","48,92",,
,Насос CBKL-F142,MI0039976,"4,2 см3","47,35",,
,Насос CBKL-F158,MI0039977,"5,8 см3","47,35",,
,Насос CBKU-F1100,MI0039978,1 см3,"54,24",,
,Насос DARK 21 3HOLE UNI (10800502111),10800502111,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""",455,,
,Насос DARK 28 3HOLE UNI (10800502817),10800502817,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""","482,3",,
,Насос DARK 42 3HOLE UNI (10800504217),10800504217,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""","555,1",,
,Насос DARK 52 3HOLE UNI (10800505216),10800505216,"Pmax: 350 (400) bar; Rpm: 1800 об/хв; G:1 1/4""-1""","609,7",,
,Насос DARK 60 3HOLE UNI (10800505912),10800505912,"Pmax: 300 (350) bar; Rpm: 1500 об/хв; G:1 1/4""-1""","664,3",,
,Насос Dropsa 0234837,MI0070891,R=60/1; 1600 g/m,"513,36",,
,Насос GHP2-D-13-FG,MI0049079,"Pmax: 280 bar; Rpm: 3000 об/хв; V: 9,6 см³","110,32",,
,Насос GHP2-D-20-FG,MI0049080,"Pmax: 260 bar; Rpm: 4000 об/хв; V: 14,1 см³","110,32",,
,Насос GHP2-D-25–FG,MI0049081,"Pmax: 260 bar; Rpm: 3600 об/хв; V: 17,9 см³","110,32",,
,Насос GHP3-D-135-FG,MI0049084,Pmax: 160 bar; Rpm: 2000 об/хв; V: 87 см³,"209,59",,
,Насос H1C P 006 ME OA CAV FP1 DX N XXXX 000 XX XX XX,MI0028936,Pmax: 350 bar; Qmax: 30 l/min; Rpm: 5000 об/хв,"1138,78",,
,Насос HDS108 L ISO (60100111089),60100111089,"Pmax: 350(400) bar; Rpm: 1500 об/хв G: 1 1/2""-1""","709,8",,
,Насос HDS12 L ISO (60100110129),60100110129,"Pmax: 350(400) bar; Rpm: 2300 об/хв G: 1""-3/4""","473,2",,
,Насос HDS130 L ISO (60100111309),60100111309,"Pmax: 350(400) bar; Rpm: 1750 об/хв G: 1 1/2""-1""","773,5",,
,Насос HDS17 L ISO (60100110179),60100110179,"Pmax: 350(400) bar; Rpm: 2300 об/хв G: 1""-3/4""","473,2",,
,Насос HDS34 L ISO (60100110349),60100110349,"Pmax: 350(400) bar; Rpm: 2300 об/хв G: 1""-3/4""","482,3",,
,Насос HDS64 L ISO (60100110649),60100110649,"Pmax: 350(400) bar; Rpm: 1900 об/хв G: 1 1/4""-3/4""",546,,
,Насос HDT108 L ISO (60200111089),60200111089,"Pmax: 350(370) bar; Rpm: 1500 об/хв G: 1 1/4""-1""","646,1",,
,Насос HDT84 L ISO (60200110849),60200110849,"Pmax: 350(370) bar; Rpm: 1500 об/хв G: 1 1/4""-1""","627,9",,
,Насос ISO EDNA 10 BD,G20010SF131,"Pmax: 280 bar; Rpm: 2300 об/хв;  G: 1/2""","201,88",,
,Насос ISO EDNA 16 BD,G20016SF131,"Pmax: 280 bar; Rpm: 2300 об/хв;  G: 1/2""","205,8",,
,Насос ISO EDNA 25 BD,G20025SF131,"Pmax: 220 bar; Rpm: 2300 об/хв; G: 3/4""","215,6",,
,Насос ISO EDNA 40 BD,G20040SF131,"Pmax: 180 bar; Rpm: 1900 об/хв; G: 3/4""","227,36",,
,Насос ISO EHASS 17 BD (G30017SF131),G30017SF131,"Pmax: 270 bar; Rpm: 2300 об/хв;  G: 1/2""","235,2",,
,Насос ISO EHASS 17 LEFT,G30017SF111,"Pmax: 300 bar; Rpm: 2500 об/хв; G: 1/2""","231,28",,
,Насос ISO EHASS 17 RIGHT,G30017SF121,"Pmax: 300 bar; Rpm: 2500 об/хв; G: 1/2""","227,36",,
,Насос ISO EHASS 27 BD (G30027SF131),G30027SF131,"Pmax: 265 bar; Rpm: 2300 об/хв;  G: 1/2""","239,12",,
,Насос ISO EHASS 27 LEFT,G30027SF111,"Pmax: 290 bar; Rpm: 2500 об/хв; G: 3/4"" - 1/2""","231,28",,
,Насос ISO EHASS 27 RIGHT,G30027SF121,"Pmax: 290 bar; Rpm: 2500 об/хв; G: 3/4"" - 1/2""","231,28",,
,Насос ISO EHASS 34 BD (G30034SF131),G30034SF131,"Pmax: 260 bar; Rpm: 2000 об/хв;  G: 3/4""","243,04",,
,Насос ISO EHASS 34 LEFT (G30034SF111),G30034SF111,"Pmax: 285 bar; Rpm: 2200 об/хв;  G: 3/4""","235,2",,
,Насос ISO EHASS 34 RIGHT (G30034SF121),G30034SF121,"Pmax: 285 bar; Rpm: 2200 об/хв;  G: 3/4""","235,2",,
,Насос ISO EHASS 43 BD (G30043SF131),G30043SF131,"Pmax: 250 bar; Rpm: 1800 об/хв;  G: 3/4""","246,96",,
,Насос ISO EHASS 43 LEFT,G30043SF111,"Pmax: 280 bar; Rpm: 2000 об/хв;  G: 3/4""","227,36",,
,Насос ISO EHASS 43 RIGHT,G30043SF121,"Pmax: 280 bar; Rpm: 2000 об/хв; G: 3/4""","239,12",,
,Насос ISO EHASS 51 BD (G30051SF131),G30051SF131,"Pmax: 200 bar; Rpm: 1800 об/хв;  G: 3/4""","239,12",,
,Насос ISO EHASS 51 LEFT (G30051SF111),G30051SF111,"Pmax: 230 bar; Rpm: 2000 об/хв;  G: 1"" - 3/4""","243,04",,
,Насос ISO EHASS 51 RIGHT (G30051SF121),G30051SF121,"Pmax: 230 bar; Rpm: 2000 об/хв; G: 1"" - 3/4""","243,04",,
,Насос ISO EHASS 61 BD (G30061SF131),G30061SF131,"Pmax: 195 bar; Rpm: 1600 об/хв;  G: 1""","254,8",,
,Насос ISO EHASS 61 LEFT (G30061SF111),G30061SF111,"Pmax: 225 bar; Rpm: 1800 об/хв;  G: 1""- 3/4""","246,96",,
,Насос ISO EHASS 61 RIGHT (G30061SF121),G30061SF121,"Pmax: 225 bar; Rpm: 1800 об/хв; G: 1"" - 3/4""","246,96",,
,Насос ISO EHASS 73 BD,G30073SF131,"Pmax: 180 bar; Rpm: 1500 об/хв; G1""","256,76",,
,Насос ISO EHASS 82 BD,G30082SF131,"Pmax: 180 bar; Rpm: 1500 об/хв;  G: 1"" 2P","256,76",,
,Насос ISO EHASS 82 BD (G30082SF135),G30082SF135,"Pmax: 180 bar; Rpm: 1500 об/хв;  G: 1"" 4P","274,4",,
,Насос ISO EHASS 82 LEFT (G30082SF111),G30082SF111,"Pmax: 200 bar; Rpm: 1500 об/хв;  G: 1 1/4"" - 1""","248,92",,
,Насос ISO EHASS 82 RIGHT,G30082SF121,"Pmax: 200 bar; Rpm: 1500 об/хв;  G: 1 1/4"" - 1""","248,92",,
,Насос ISO EHASS TDM 27 BD,GT30027SF131,Pmax: 290 bar; Rpm; 2600 об/хв; G1/2,"288,96",,
,Насос ISO EHASS TDM 34 BD (GT30034SF131),GT30034SF131,"Pmax: 285 bar; Rpm: 2300 об/хв;  G: 3/4""","293,44",,
,Насос ISO EHASS TDM 43 BD (GT30043SF131),GT30043SF131,"Pmax: 280 bar; Rpm: 2100 об/хв;  G: 3/4""","360,64",,
,Насос ISO EHASS TDM 51 BD (GT30051SF131),GT30051SF131,"Pmax: 230 bar; Rpm: 2100 об/хв;  G: 3/4""","365,12",,
,Насос ISO EHASS TDM 61 BD (GT30061SF131),GT30061SF131,"Pmax: 225 bar; Rpm: 2000 об/хв;  G: 1""","371,84",,
,Насос ISO EHASS TDM 61 LEFT,GT30061SF111,"Pmax: 225 bar; Rpm: 2000 об/хв;  G: 1""","315,56",,
,Насос ISO EHASS TDM 61 RIGHT,GT30061SF121,"Pmax: 225 bar; Rpm: 2000 об/хв; G: 1""","315,56",,
,Насос ISO EHASS TDM 73 BD,GT30073SF131,"Pmax: 215 bar; Rpm: 1800 об/хв; G: 1""","327,32",,
,Насос ISO EHASS TDM 82 BD (GT30082SF131),GT30082SF131,"Pmax: 200 bar; Rpm: 1700 об/хв;  G: 1""","376,32",,
,Насос ISO EHASS TDM 82 LEFT (GT30082SF111),GT30082SF111,"Pmax: 200 bar; Rpm: 1700 об/хв;  G: 1""","319,48",,
,Насос ISO EHASS TDM 82 RIGHT (GT30082SF121),GT30082SF121,"Pmax: 200 bar; Rpm: 1700 об/хв;  G: 1""","303,8",,
,Насос ISO ERCAH 100 BD 4 ports,G35100SF131,"Pmax: 220 bar; Rpm: 1800 об/хв;  G: 1 1/4""","319,48",,
,Насос ISO ERCAH 90 BD 4 ports,G35090SF131,"Pmax: 230 bar; Rpm: 1800 об/хв;  G: 1 1/4""","313,6",,
,Насос ISO FEYZ 107 LEFT (AP107SF111),AP107SF111,"Pmax: 350 bar; Rpm: 2000 об/хв; G: 1 1/4""-1""","573,3",,
,Насос ISO FEYZ 125 LEFT (AP125SF111),AP125SF111,"Pmax: 250 bar; Rpm: 1750 об/хв; G: 1 1/4""-1""","582,4",,
,Насос ISO FEYZ 23 LEFT (AP023SF111),AP023SF111,"Pmax: 350 bar; Rpm: 3050 об/хв; G: 3/4 - 1/2""","457,27",,
,Насос ISO FEYZ 23 LEFT ALM (APA023SF111),APA023SF111,"Pmax: 350 bar; Rpm: 3050 об/хв; G: 3/4""-1/2""","436,8",,
,Насос ISO FEYZ 32 LEFT (AP032SF111),AP032SF111,"Pmax: 350 bar; Rpm: 2750 об/хв; G: 3/4 - 1/2""","462,28",,
,Насос ISO FEYZ 32 LEFT ALM (APA032SF111),APA032SF111,"Pmax: 350 bar; Rpm: 2750 об/хв; G: 3/4""-1/2""","462,28",,
,Насос ISO FEYZ 45 LEFT,AP045SF111,"Pmax: 350 bar; Rpm: 2650 об/хв; G: 1""-3/4""","478,66",,
,Насос ISO FEYZ 56 LEFT,AP056SF111,"Pmax: 350 bar; Rpm: 2550 об/хв; G: 1""-3/4""","496,86",,
,Насос ISO FEYZ 63 LEFT,AP063SF111,"Pmax: 350 bar; Rpm: 2200 об/хв; G: 1""-3/4""","505,96",,
,Насос ISO FEYZ 63 LEFT ALM,APA063SF111,"Pmax: 350 bar; Rpm: 2200 об/хв; G: 1""-3/4""","505,96",,
,Насос ISO FEYZ 80 LEFT (AP080SF111),AP080SF111,"Pmax: 350 bar; Rpm: 2150 об/хв; G: 1 1/4""-1""","531,44",,
,Насос ISO FEYZ 80 LEFT ALM (APA080SF111),APA080SF111,"Pmax: 350 bar; Rpm: 2150 об/хв; G: 1 1/4""-1""","505,96",,
,Насос ISO GANI 109 BD-4P (G40109SF135),G40109SF135,"Pmax: 250 bar; Rpm: 1800 об/хв;  G: 1 1/4""","370,44",,
,Насос ISO GANI 116 BD-4P (G40116SF135),G40116SF135,"Pmax: 240 bar; Rpm: 1500 об/хв;  G: 1 1/4""",343,,
,Насос ISO GANI TDM 109 LEFT (GT40109SF111),GT40109SF111,"Pmax: 250 bar; Rpm: 1800 об/хв;  G: 1 1/4"" - 1""","481,6",,
,Насос ISO GANI TDM 109 RIGHT (GT40109SF121),GT40109SF121,"Pmax: 250 bar; Rpm: 1800 об/хв;  G: 1 1/4"" - 1""","481,6",,
,Насос ISO GANI TDM 73 LEFT,(GT40073SF111),Pmax: 280 bar; Rpm; 1800 об/хв; G1 1/4; G3/4,"412,16",,
,Насос ISO GANI TDM 73 RIGHT,(GT40073SF421),Pmax: 280 bar; Rpm; 1800 об/хв; G1 1/4; G3/4,"412,16",,
,Насос ISO ISRAK 52 BD,P0852SF131,"Pmax: 350 bar; Rpm: 1800 об/хв; G: 1 1/4""-1""","338,52",,
,Насос ISO ISRAK 60 BD,P0860SF131,"Pmax: 300 bar; Rpm: 1500 об/хв; G: 1 1/4""-1""","343,98",,
,Насос ISO YED 52 BD,P0652SF131,"Pmax: 250 bar; Rpm: 1800 об/хв; G:1 1/4"" - M22x1,5","276,64",,
,Насос KR EHASS 100 RIGHT (G30100KK621),G30100KK621,"Pmax: 170 bar; Rpm: 1500 об/хв;  G: 1 1/4""-1""","319,48",,
,Насос KR EHASS 125 RIGHT (G30125KK621),G30125KK621,"Pmax: 170 bar; Rpm: 1500 об/хв;  G: 1 1/4""-1""","323,4",,
,Насос KR EHASS 82 RIGHT (G30082KK621),G30082KK621,"Pmax: 190 bar; Rpm: 1500 об/хв;  G: 1 1/4""-1""","274,4",,
,Насос MGP2K10-2K10R-G262G,MI0030793,"Порти: 3/4""-1/2""; 3/4""-1/2""","197,99",,
,"Насос MINISUMO II GREASE 100KG, item № 2503010-0000",MI0022913,grease;100 kg,"2733,58",,
,Насос PBF10/4/56/04/06N,MI0004096,Pmax: 400 bar; Rpm: 3750 об/хв; V: 56 см³,"477,74",,
,Насос PLP10.1 D0-88V6-LBB/BA-N-I FS,00378374,Pmax: 260 bar; V: 1 см³,"154,13",,
,Насос PLP10.1D0-81E1-LBB/BA-N-EL-FS,MI0056561,Pmax: 260 bar; V: 1 см³,"168,83",,
,Насос PLP10.2 D0-88V6-LBB/BA-N-I FS,00378376,Pmax: 260 bar; V: 2 см³,"183,47",,
,Насос PLP10.2D0-81E1-LBB/BA-N-EL-FS,00372854,Pmax: 260 bar; V: 2 см³,"177,86",,
,"Насос PLP10.3,15D0-81E1-LBB/BA-N-EL-FS",00372856,"Pmax: 260 bar; V: 3,15 см³","173,89",,
,Насос PLP10.4 D0-88V6-LBB/BA-N-I FS,00378380,Pmax: 250 bar; V: 4 см³,"182,64",,
,Насос PLP10.4 D0-88V6-LGC/GC-N-I FS,00378396,Pmax: 250 bar; V: 4 см³,"157,9",,
,Насос PLP10.4D0-81E1-LBB/BA-N-EL-FS,MI0056565,Pmax: 250 bar; V: 4 см³,"205,4",,
,Насос PLP10.5 D0-88V6-LBB/BA-N-I FS,00378382,Pmax: 250 bar; V: 5 см³,"182,64",,
,Насос PLP10.5 D0-88V6-LGD/GD-N-I FS,00378398,Pmax: 250 bar; V: 5 см³,"182,7",,
,Насос PLP10.5D0-81E1-LBB/BA-N-EL-FS,00372860,Pmax: 250 bar; V: 5 см³,"205,4",,
,Насос PLP10.5D0-81E1-LGD/GD-N-FS,00374844,Pmax: 250 bar; V: 5 см³,"216,9",,
,"Насос PLP10.6,3 D0-88V6-LBB/BA-N-I FS",00378384,"Pmax: 230 bar; V: 6,3 см³","197,94",,
,"Насос PLP10.6,3 D0-88V6-LGD/GD-N-I FS",00378400,"Pmax: 230 bar; V: 6,3 см³","187,93",,
,"Насос PLP10.6,3D0-81E1-LBB/BA-N-EL-FS",MI0056566,"Pmax: 230 bar; V: 6,3 см³","172,57",,
,"Насос PLP20.11,2D0-****-LEA/EA-N-I FS",02008404,"Pmax: 250bar; V: 11,2 см³, nmax = 3500 об/хв","245,08",,
,"Насос PLP20.11,2D0-****-LGD/GD-N-I FS",02008436,"Pmax: 250bar; V: 11,2 см³, nmax = 3500 об/хв","245,59",,
,"Насос PLP20.11,2D0-03S1-LBE/BC-N-EL FS",02011642,"V:11,2см³; праве об.; вал:9 шл; фланець SAE 82,5мм","378,66",,
,"Насос PLP20.11,2D0-54B2-LBE/BC-N-EL-FS",01999954,"V:11,2см³; праве об.; вал:1:5 конус; фланець:80 мм","384,78",,
,"Насос PLP20.11,2D0-82E2-LGD/GD-N-EL-FS",02004755,"Pmax: 250bar; V: 11,2 см³, nmax = 3500 об/хв","284,74",,
,"Насос PLP20.11,2D0−****−LBE/BC−N−I FS",02008372,"Pmax: 250 bar; V: 11,2 см³, nmax = 3500 об/хв","238,73",,
,"Насос PLP20.11,2D082E2LEA/EA-N-EL FS",02004642,"Pmax: 250bar; V: 11,2 см³, nmax = 3500 об/хв","270,3",,
,Насос PLP20.14D0-****-LEB/EA-N-I FS,02008406,"Pmax: 250 bar; V: 14 см³, nmax = 3500 об/хв","273,42",,
,Насос PLP20.14D0-****-LGE/GD-N-I FS,02008438,"Pmax: 250 bar; V: 14 см³, nmax = 3500 об/хв","273,42",,
,Насос PLP20.14D0-03S1-LBE/BC-N-EL FS,02011644,"V:14см³; праве об.; вал:9 шл; фланець SAE 82,5мм","409,81",,
,Насос PLP20.14D0-54B2-LBE/BC-N-EL FS,01999968,V:14см³; праве об.; вал:1:5 конус; фланець:80 мм,"404,45",,
,Насос PLP20.14D0-82E2-LEB/EA-N-EL FS,02004644,"Pmax: 250 bar; V: 14 см³, nmax = 3500 об/хв","284,77",,
,Насос PLP20.14D0-82E2-LGE/GD-N-FS,02019544,"Pmax: 250 bar; V: 14 см³, nmax = 3500 об/хв","303,96",,
,Насос PLP20.14D0−****−LBE/BC−N−I FS,02008374,"Pmax: 250 bar; V: 14 см³, nmax = 3500 об/хв","252,83",,
,Насос PLP20.16D0-****-LEB/EA-N-I FS,02008408,"Pmax: 250 bar; V: 16 см³, nmax = 3000 об/хв","259,57",,
,Насос PLP20.16D0-****-LGE/GD-N-I FS,02008440,"Pmax: 250 bar; V: 16 см³, nmax = 3000 об/хв","260,06",,
,Насос PLP20.16D0-03S1-LBE/BC-N-EL FS,MI0056614,"V:16см³; праве об.; вал:9 шл; фланець SAE 82,5мм","409,81",,
,Насос PLP20.16D0-54B2-LBE/BC-N-EL-FS,01999969,V:16см³; праве об.; вал:1:5 конус; фланець:80 мм,"416,1",,
,Насос PLP20.16D0-82E2-LEB/EA-N-EL FS,MI0056608,"Pmax: 250 bar; V: 16 см³, nmax = 3000 об/хв","299,99",,
,Насос PLP20.16D0-82E2-LGE/GD-N-EL-FS,02004759,"Pmax: 250 bar; V: 16 см³, nmax = 3000 об/хв","299,99",,
,Насос PLP20.16D0−****−LBE/BC−N−I FS,02008376,"Pmax: 250 bar; V: 16 см³, nmax = 3000 об/хв","252,34",,
,Насос PLP20.20D0-****-LEB/EA-N-I FS,02008410,"Pmax: 200 bar; V: 20 см³, nmax = 3000 об/хв","258,2",,
,Насос PLP20.20D0-****-LGE/GD-N-I FS,02008442,"Pmax: 200 bar; V: 20 см³, nmax = 3000 об/хв","259,6",,
,Насос PLP20.20D0-03S1-LBE/BC-N-EL FS,02011648,"V:20см³; праве об.; вал:9 шл; фланець SAE 82,5мм","398,36",,
,Насос PLP20.20D0-54B2-LBE/BC-N-EL FS,MI0056595,V:20см³; праве об.; вал:1:5 конус; фланець:80 мм,"416,1",,
,Насос PLP20.20D0-82E2-LEB/EA-N-EL FS,02004648,"Pmax: 200 bar; V: 20 см³, nmax = 3000 об/хв","284,74",,
,Насос PLP20.20D0-82E2-LGE/GD-N-EL-FS,02004761,"Pmax: 200 bar; V: 20 см³, nmax = 3000 об/хв","284,74",,
,Насос PLP20.20D0−****−LBE/BC−N−I FS,02008378,"Pmax: 200 bar; V: 20 см³, nmax = 3000 об/хв","252,83",,
,Насос PLP20.20S0-03S1-LBE/BC-N-EL FS,02011649,"V:20см³; праве об.; вал:9 шл; фланець SAE 82,5мм","409,81",,
,Насос PLP20.25D0-****-LEB/EA-N-I FS,02008412,"Pmax: 170 bar; V: 25 см³, nmax = 2500 об/хв","286,34",,
,Насос PLP20.25D0-****-LGE/GD-N-I FS,02008443,"Pmax: 170 bar; V: 25 см³, nmax = 2500 об/хв","258,2",,
,Насос PLP20.25D0-82E2-LEB/EA-N-EL FS,02004650,"Pmax: 170 bar; V: 25 см³, nmax = 2500 об/хв","328,27",,
,Насос PLP20.25D0−****−LBE/BC−N−I FS,02008380,"Pmax: 170 bar; V: 25 см³, nmax = 2500 об/хв","278,94",,
,"Насос PLP20.31,5D0-****-LEB/EA-N-I FS",02008414,"Pmax: 130 bar; V: 31,5 см³, nmax = 2000 об/хв","319,69",,
,"Насос PLP20.31,5D0-82E2-LGE/GD-N-EL-FS",02004765,"Pmax: 130 bar; V: 31,5 см³, nmax = 2000 об/хв","321,18",,
,"Насос PLP20.6,3D0-****-LEA/EA-N-I FS",02008400,"Pmax: 250 bar; V: 6,3 см³, nmax = 4000 об/хв","259,97",,
,"Насос PLP20.6,3D0-****-LGD/GD-N-I FS",02008424,"Pmax: 250 bar; V: 6,3 см³, nmax = 4000 об/хв","245,56",,
,"Насос PLP20.6,3D0-03S1-LBE/BC-N-EL FS",MI0056613,"V:6,3см³; праве об.; вал:9 шл; фланець SAE 82,5мм","389,54",,
,"Насос PLP20.6,3D0-54B2-LBE/BC-N-EL FS",01999964,"V:6,3см³; праве об.; вал:1:5 конус; фланець:80 мм","384,78",,
,"Насос PLP20.6,3D0-82E2-LEA/EA-N-EL FS",02004638,"Pmax: 250 bar; V: 6,3 см³, nmax = 4000 об/хв","262,75",,
,"Насос PLP20.6,3D0-82E2-LGD/GD-N-EL-FS",02004751,"Pmax: 250 bar; V: 6,3 см³, nmax = 4000 об/хв","262,78",,
,"Насос PLP20.6,3D0−****−LBE/BC−N−I FS",02008366,"Pmax: 250 bar; V: 6,3 см³, nmax = 4000 об/хв","238,73",,
,Насос PLP20.8D0-54B2-LBE/BC-N-EL FS,01999952,V:8см³; праве об.; вал:1:5 конус; фланець:80 мм,"384,78",,
,Насос PLP20.9D0-****-LEA/EA-N-I FS,02008416,"Pmax: 250 bar; V: 9 см³, nmax = 3500 об/хв","258,2",,
